name	common	Ren_RNASEQ
NM_029619	Msrb2	1.19113
NM_027715	Otud1	3.662115
NR_033225	Gm13375	5.25331
NM_177588	Thnsl1	5.352575
NM_001001297	Thnsl1	0
NM_019501	Pdss1	3.390345
NM_025979	Mastl	9.272865
NM_013771	Yme1l1	26.3991
NM_029773	Spopl	1.422205
NM_001165998	Spopl	1.064238
NM_001165997	Spopl	1.369225
NM_080462	Hnmt	0.08609605
NM_199059	Tbpl2	0
NM_019450	Il1f6	0
NM_153511	Il1f9	0
NM_027163	Il1f8	0
NM_031167	Il1rn	0
NM_001159562	Il1rn	0.0126611
NM_001039701	Il1rn	0
NM_019451	Il1f5	0
NM_153077	Il1f10	0
NM_001146088	Il1f5	0
NM_011040	Pax8	0.0652313
NR_027876	Arrdc1	0.87729
NM_026021	Zmynd19	14.0069
NM_178408	Arrdc1	4.875955
NM_001162485	Arrdc1	0
NM_026044	Wdr85	2.22294
NM_001031808	Mrpl41	2.295265
NM_001163626	Noxa1	0
NM_028093	Entpd8	0
NM_172204	Noxa1	0
NM_020276	Nelf	1.52338
NM_001039387	Nelf	0
NM_028961	4933433C11Rik	0.01935335
NM_080854	Slc34a3	0.315687
NM_176834	Rnf208	2.280925
NM_026415	2310002J15Rik	0
NM_177344	Tmem203	1.999215
NM_175286	Tprn	3.237035
NM_146117	Lrrc26	0.0528385
NM_023464	Ssna1	12.98085
NM_146116	Tubb2c	93.60475
NM_025980	Nrarp	2.921375
NM_021393	Cobra1	9.32039
NM_001082476	Ndor1	3.608315
NM_175300	Anapc2	11.9769
NM_001033410	Gm757	0.130165
NM_030055	Tmem210	0
NM_026624	Fam166a	0.3158005
NM_146115	A830007P12Rik	1.49941
NM_009849	Entpd2	0.8847845
NM_008721	Npdc1	6.49903
NM_031843	Dpp7	3.42967
NM_001081085	2010317E24Rik	2.48824
NR_027448	AA543186	0.1567777
NM_001029983	Man1b1	9.14931
NM_001033293	Uap1l1	9.677365
NM_013524	Fut7	0
NM_027062	C8g	0.7548425
NM_027085	Clic3	0.0346132
NM_153557	BC029214	0.7468865
NM_021519	Edf1	22.31025
NM_001081199	Mamdc4	0.298379
NM_008963	Ptgds	0.144457
NM_013908	Fbxw5	3.377365
NM_009422	Traf2	2.069485
NM_029958	Lcn12	0
NM_007995	Fcna	0.0419984
NM_029293	Phpt1	16.2175
NM_029859	4921530D09Rik	0.049739
NM_001040130	Tmem141	0.578245
NM_001109993	Tmem141	1.656955
NM_033145	Lcn8	0
NM_153558	Lcn13	0
NM_178036	Lcn10	0
NM_001024616	B230208H17Rik	14.68605
NM_001005424	Gm996	0.10172485
NM_001099301	Lcn14	0
NM_023326	Bmyc	4.567095
NM_001039095	Glt6d1	0
NM_001145403	Kcnt1	0.05653455
NM_175462	Kcnt1	0.04793885
NM_001001714	Sohlh1	0
NM_133835	Ubac1	5.77435
NM_001037098	Nacc2	0.406198
NM_001039653	Lhx3	0.01252535
NM_177841	4932418E24Rik	0
NM_153410	Gpsm1	2.38683
NM_026828	Dnlz	3.04551
NM_001139503	Dnlz	0
NM_001139504	Dnlz	0
NM_033134	Inpp5e	2.47305
NM_001085408	Sdccag3	5.87738
NM_001085407	Sdccag3	4.351995
NM_026563	Sdccag3	2.230925
NM_153125	Sec16a	11.9827
NM_173180	Pmpca	28.43955
NM_172339	Snapc4	5.170495
NM_198724	Egfl7	0
NM_001164564	Egfl7	6.490145
NM_026212	Agpat2	4.561135
NR_029541	Mir126	0
NM_198725	Egfl7	0
NM_178444	Egfl7	0
NM_010695	Lcn4	0
NR_024068	Snhg7	14.14515
NM_019833	Fam69b	1.89989
NR_028572	Snora43	5.330135
NR_028571	Snora17	9.48691
NM_030718	Abo	0.0155458
NM_013721	Rpl7a	2.0554
NM_011512	Surf4	28.18705
NM_011513	Med22	2.84467
NM_013677	Surf1	8.300335
NM_009298	Surf6	9.65305
NM_013678	Surf2	13.04165
NM_207234	Rexo4	7.798205
NM_001033908	Med22	0
NM_198628	Gm711	0.1046159
NM_001001322	Adamts13	0.0060384
NM_175427	Fam163b	0.15106585
NM_172659	Slc2a6	0.291475
NM_025376	Tmem8c	0
NM_001159602	Tmem8c	0
NM_029981	Adamtsl2	0
NM_138942	Dbh	0
NM_138665	Sardh	0
NM_001113574	Brd3	3.681425
NM_001113573	Brd3	12.32035
NM_080848	Wdr5	23.3895
NM_023336	Brd3	1.245325
NM_011305	Rxra	2.8945
NM_010190	Fcnb	0
NR_015557	F730016J06Rik	0.00579125
NM_019498	Olfm1	0.859947
NM_001038612	Olfm1	0
NM_001005420	Gm347	1.118105
NM_027040	1700007K13Rik	10.602205
NM_009885	Cel	0.02852985
NM_001166031	Mrps2	0
NM_001145835	Ralgds	2.05178
NM_001145836	Ralgds	1.865805
NM_148928	Gtf3c5	6.45417
NM_001145834	Ralgds	2.029635
NM_080452	Mrps2	19.798
NM_009058	Ralgds	1.88465
NM_139197	Gbgt1	0.6469375
NM_022887	Tsc1	4.470245
NM_008114	Gfi1b	0
NM_001160406	Gfi1b	0.17328
NM_027283	1700026L06Rik	0.12786855
NM_172977	Gtf3c4	5.87876
NM_001166033	Gtf3c4	2.341245
NM_001164186	Barhl1	0.071033
NM_019446	Barhl1	0.2095435
NM_009442	Ttf1	4.583955
NM_001085514	1700101E01Rik	0
NM_198033	Setx	22.98485
NR_029460	6530402F18Rik	0.00710345
NM_026615	Urm1	4.58826
NM_145520	Trub2	4.77566
NM_207298	Cercam	6.30289
NM_178693	Coq4	1.955195
NM_011989	Slc27a4	2.14154
NR_027344	Trub2	2.67568
NR_029838	Mir219-2	0
NM_028923	Gle1	7.3447
NM_153805	Pkn3	3.057175
NM_146252	Tbc1d13	34.9319
NM_025428	Zdhhc12	2.80118
NM_023871	Set	58.1383
NM_178694	Zer1	6.065715
NM_001037762	Zdhhc12	8.12574
NM_001008498	Wdr34	4.51286
NM_177648	Dolk	1.040592
NR_028299	1700084E18Rik	0.6729615
NM_172267	Phyhd1	2.55468
NM_172404	Ccbl1	2.397705
NM_177725	Lrrc8a	6.2472
NM_007931	Endog	2.753715
NM_172660	D2Wsu81e	1.31804
NM_175392	Fam73b	1.941875
NM_020329	Dolpp1	6.358535
NM_007760	Crat	1.582625
NM_139302	Sh3glb2	5.30266
NM_030244	Ier5l	2.049445
NM_030137	Cstad	0.142335
NR_028486	1700001O22Rik	0
NM_198000	1700001O22Rik	0.239206
NR_028487	1700001O22Rik	0.1467935
NM_009116	Prrx2	1.72204
NM_133346	Asb6	4.15478
NM_022415	Ptges	1.160745
NM_028846	Usp20	0.9059545
NM_133673	Tor1b	5.75692
NM_144884	Tor1a	6.972735
NM_144885	BC005624	7.187695
NM_019681	Ncs1	2.21748
NM_144886	Exosc2	12.7669
NM_001123362	Prdm12	0.0123383
NM_178887	Fibcd1	0
NM_009594	Abl1	0.50443
NM_183424	Qrfp	0.0705859
NM_011836	Lamc3	0.014946335
NM_145144	Aif1l	5.88075
NM_145521	Ppapdc3	0.141118
NM_175511	Fam78a	0.447967
NM_001159634	Bat2l	2.62128
NM_145145	Pomt1	3.893195
NM_172661	Bat2l	26.50715
NM_028412	Ciz1	3.93557
NM_010065	Dnm1	2.52126
NM_008491	Lcn2	0
NM_198001	1110008P14Rik	7.88072
NM_001080968	Golga2	4.368105
NM_133852	Golga2	0.751575
NM_175190	2900010J23Rik	101.6467
NM_001164358	Slc25a25	0.442779
NM_001164357	Slc25a25	2.40787
NM_133783	Ptges2	4.2025
NM_146118	Slc25a25	0
NM_194335	Naif1	0.649591
NM_153560	Fam102a	3.524505
NM_021515	Ak1	15.17295
NM_016973	St6galnac6	0
NM_010073	Dpm2	9.01117
NM_198191	Pip5kl1	0.7581935
NM_011373	St6galnac4	0.9882175
NM_001025311	St6galnac6	2.333294
NM_001025310	St6galnac6	2.18351
NM_178595	Ptrh1	2.559575
NM_152800	Tor2a	19.40725
NM_013781	Sh2d3c	2.519445
NM_130860	Cdk9	8.46255
NM_177384	Ttc16	0.381268
NM_010236	Fpgs	11.63985
NM_009295	Stxbp1	3.518085
NM_001113569	Stxbp1	1.4457765
NM_009076	Rpl12	111.339
NM_019488	Slc2a8	2.15886
NR_002898	Snora65	0
NM_199302	Lrsam1	2.49943
NM_011923	Angptl2	1.660885
NM_001085507	Zbtb34	4.505555
NM_027947	Zbtb43	4.99627
NM_001025594	Zbtb43	0
NM_001164768	Fbxw2	7.183555
NM_022310	Hspa5	89.2844
NM_145522	Rabepk	5.35867
NM_001163434	Hspa5	21.1146
NM_080554	Psmd5	17.40185
NM_001164772	Fbxw2	6.267555
NM_001164770	Fbxw2	0
NM_001164769	Fbxw2	3.29018
NM_009421	Traf1	0.214396
NM_028716	Phf19	1.87028
NM_178885	AI182371	0.1026673
NM_026697	Rab14	19.78755
NM_146120	Gsn	11.41545
NM_013515	Stom	4.62183
NM_001080709	4930402F06Rik	0
NM_001001602	Dab2ip	3.030455
NM_026703	Ndufa8	20.1265
NM_001083127	Lhx6	0.25356
NM_026434	Rbm18	7.53223
NM_001083126	Lhx6	0
NM_008500	Lhx6	0
NM_001083125	Lhx6	0
NM_001159635	Rbm18	0.716605
NR_027515	Rbm18	0
NM_008969	Ptgs1	0.2446085
NM_146949	Olfr339	0
NR_030454	Mir684-1	0
NM_146951	Olfr340	0
NM_146948	Olfr342	0
NM_146628	Olfr344	0
NM_146938	Olfr346	0
NM_146946	Olfr50	0
NM_146943	Olfr347	0
NM_146944	Olfr348	0
NM_146940	Olfr352	0
NM_146627	Olfr350	0.02945255
NM_146368	Olfr361	0
NM_146662	Olfr365	0.0293826
NM_001005569	Olfr366	0
NM_146374	Olfr368	0
NM_026176	Pdcl	23.0529
NM_001081010	Olfr367-ps	0
NM_146253	Zbtb6	4.07924
NM_001100591	Rc3h2	9.883795
NM_199025	Zbtb26	4.17985
NM_177383	Gpr21	0
NM_001163566	Crb2	0.304724
NM_010710	Lhx2	0.06447165
NM_011187	Psmb7	75.68385
NM_139051	Nr5a1	0.0187689
NM_001159548	Nr6a1	3.30554e-05
NM_001159549	Nr6a1	19.3574
NR_029904	Mir181b-2	0.3629515
NM_025592	Rpl35	75.5782
NM_029687	Wdr38	0.20720045
NM_028809	Arpc5l	13.48525
NM_029793	Golga1	2.678495
NM_007396	Acvr2a	3.211915
NM_172663	Epc2	5.907085
NM_133839	Mmadhc	23.93695
NM_199158	Tas2r134	0
NM_019401	Nmi	0.4817345
NM_001141981	Rbm43	0.9476695
NM_030243	Rbm43	0
NM_001141982	Rbm43	0.3080235
NM_001141949	Nmi	0
NM_001141948	Nmi	0.4591555
NM_175238	Rif1	52.3543
NM_182994	Arl5a	11.78545
NM_022989	Arl6ip6	10.4294
NM_018785	Prpf40a	36.1394
NM_023396	Rprm	1.365675
NM_001139509	Nr4a2	0.3633285
NM_013613	Nr4a2	0
NM_029972	Ermn	0
NM_172855	Galnt5	0
NM_139200	Cytip	0.00722775
NM_001033369	Acvr1c	0.007439865
NM_029692	Upp2	0
NM_029723	Dapl1	0.0640185
NM_001159636	Wdsub1	0
NM_028118	Wdsub1	2.982495
NM_020575	March7	23.73045
NM_025422	Cd302	1.167666
NM_021359	Itgb6	0.04799825
NM_009322	Tbr1	0.007668
NM_010074	Dpp4	0.04092955
NM_001159543	Dpp4	0.11527505
NM_008100	Gcg	0
NM_001164477	Ifih1	0.0612335
NM_027835	Ifih1	0.4335
NM_016719	Grb14	0.6064865
NM_177074	Slc38a11	0
NM_001033477	Gm1322	0
NM_001024618	Xirp2	0
NM_001083919	Xirp2	0
NM_020283	B3galt1	0.2169845
NM_177651	4933409G03Rik	0.02065415
NM_025565	Spc25	29.0337
NM_181547	Nostrin	0.176385
NM_021331	G6pc2	0
NM_021022	Abcb11	0.0062284
NM_175512	Dhrs9	0.06192105
NM_028284	Bbs5	2.520505
NM_001081087	Kbtbd10	0.02290935
NM_001081086	Ppig	16.68865
NM_177244	Fastkd1	4.73268
NM_028521	Phospho2	3.207
NM_009278	Ssb	3.0242
NM_029280	Mettl5	12.5791
NM_177784	Klhl23	0.8834275
NM_001110145	Ssb	62.0243
NM_025744	4933404M02Rik	0.2136575
NM_022435	Sp5	2.37789
NM_008077	Gad1	0.7868395
NM_001110512	Mettl8	0.8771955
NM_145524	Mettl8	2.013925
NM_028593	Cybrd1	0.17427895
NM_010064	Dync1i2	33.92775
NM_026115	Hat1	140.716
NR_002854	Dlx1as	0.02081775
NM_010053	Dlx1	0
NM_010054	Dlx2	0
NM_008397	Itga6	22.0013
NM_172665	Pdk1	14.8493
NM_025866	Cdca7	20.09205
NM_001018042	Sp3	16.00535
NM_001098425	Sp3	8.30559
NM_001005343	Sp9	0.0255662
NM_029022	Scrn3	4.499465
NM_001080707	Gpr155	0.11075
NM_175752	Chn1	0.2027475
NM_029716	Chn1	0.107343
NM_007389	Chrna1	0.214973
NM_001166604	Chn1	0
NM_175015	Atp5g3	125.2045
NM_027133	Lnp	3.997465
NM_001110209	Lnp	0.72212
NM_013555	Hoxd9	0.1865365
NM_008276	Hoxd8	0.4090495
NM_008275	Hoxd13	0.0345688
NM_008273	Hoxd11	0
NR_027899	1700109F18Rik	0
NM_010469	Hoxd4	0.05847275
NM_008274	Hoxd12	0
NM_013554	Hoxd10	0.0085007
NM_007967	Evx2	0
NM_010467	Hoxd1	0.03757485
NM_010902	Nfe2l2	26.5047
NM_001081228	Ttc30a2	0.2457555
NM_028235	Ttc30b	0.3331895
NM_030188	Ttc30a1	0.880534
NM_009989	Cyct	6.26212
NM_153405	Rbm45	9.006205
NM_010222	Fkbp7	1.902185
NM_031256	Plekha3	7.627825
NM_011871	Prkra	5.94683
NM_001080711	Dfnb59	0.047698
NM_030560	Cwc22	5.3527
NM_009454	Ube2e3	8.99983
NM_010894	Neurod1	1.0178465
NM_001048176	Cerkl	0.1311015
NM_080558	Ssfa2	3.21878
NM_001009978	Pde1a	0.0321485
NM_024181	Dnajc10	12.73155
NM_011356	Frzb	0.292865
NM_024438	Dusp19	5.202445
NM_027091	Nup35	4.8223
NM_175514	Fam171b	0.691734
NM_027964	Zswim2	0
NM_018782	Calcrl	0.1773815
NM_025868	Tmx2	9.134995
NM_001145100	Gm13718	0.3104905
NM_001085453	Ctnnd1	28.8547
NM_001085449	Ctnnd1	24.97945
NM_001085448	Ctnnd1	0
NM_007615	Ctnnd1	3.77598
NM_025885	Med19	18.5066
NM_001033166	2700094K13Rik	55.9508
NM_001037279	2700094K13Rik	0
NM_013899	Timm10	12.4178
NM_024230	Smtnl1	0.74209
NR_029544	Mir130a	0
NM_009776	Serping1	4.767545
NM_133840	Clp1	8.78672
NM_019949	Ube2l6	2.766665
NM_001005342	Ypel4	1.049453
NM_021398	Slc43a3	0.817252
NM_024497	Slc43a1	0.75244
NM_001083809	Slc43a1	0.5161
NM_001081349	Slc43a1	1.697775
NM_199223	Rtn4rl2	0.07017555
NM_001081260	Tnks1bp1	5.090075
NM_008920	Prg2	0
NM_145526	P2rx3	0.1949515
NM_016914	Prg3	0.03212635
NM_182990	Ssrp1	47.4717
NM_001136081	Ssrp1	10.6514
NM_011784	Aplnr	0.621704
NM_001033346	Lrrc55	0.0295861
NM_001011785	Olfr987	0
NM_001011534	Olfr988	0
NM_146435	Olfr993	0
NM_146434	Olfr995	0
NM_146433	Olfr994	0
NM_146865	Olfr992	0
NM_146437	Olfr996	0
NM_001011695	Olfr1000	0
NM_146866	Olfr1008	0
NM_146572	Olfr1009	0
NM_146570	Olfr1006	0
NM_207149	Olfr1010	0
NM_146569	Olfr1014	0
NM_146580	Olfr1020	0
NM_146762	Olfr1013	0
NM_146586	Olfr1018	0
NM_146571	Olfr1015	0
NM_146568	Olfr1012	0
NM_146589	Olfr1022	0
NM_147015	Olfr1019	0
NM_146587	Olfr1023	0
NM_001011759	Olfr1031	0
NM_146584	Olfr1026	0
NM_146579	Olfr1032	0
NM_001005230	Olfr1024	0
NM_001011774	Olfr1028	0
NM_001011852	Olfr1029	0
NM_146588	Olfr1030	0
NM_146578	Olfr1033	0
NM_001011532	Olfr1037	0
NM_001011872	Olfr1034	0.0298316
NM_207142	Olfr1036	0
NM_001011784	Olfr1039	0
NM_207561	Olfr1040	0
NM_147012	Olfr1047	0
NM_001011777	Olfr1042	0
NM_147017	Olfr1045	0
NM_147018	Olfr1056	0
NM_207563	Olfr1057	0
NM_147021	Olfr1055	0
NM_146391	Olfr1058	0
NM_207134	Olfr1061	0
NM_147078	Olfr1062	0
NM_146406	Olfr1076	0
NM_146408	Olfr1065	0
NM_001011735	Olfr1066	0
NM_207674	Olfr1082	0
NM_207564	Olfr1083	0
NM_146407	Olfr1079	0
NM_207135	Olfr1084	0
NM_146409	Olfr1080	0
NM_146590	Olfr1085	0
NM_146846	Olfr1087	0
NM_146847	Olfr1090	0
NM_001011771	Olfr1089	0
NM_146730	Olfr1095	0
NM_146843	Olfr1097	0
NM_181818	Olfr141	0
NM_146365	Olfr1094	0
NM_207154	Olfr1102	0
NM_146769	Olfr1110	0
NM_146844	Olfr1107	0
NM_146770	Olfr259	0
NM_146766	Olfr1109	0
NM_001011734	Olfr1116-ps	0
NM_146661	Olfr1112	0
NM_207632	Olfr1118-ps	0
NM_147028	Olfr1124	0
NM_147031	Olfr1122	0
NM_178250	Pramel7	0.01639135
NM_146349	Olfr1128	0
NM_001011836	Olfr1129	0.0060191
NM_146837	Olfr1126	0.0060191
NM_178249	Pramel6	0.0179584
NM_206823	Olfr153	0
NM_146660	Olfr1135	0
NM_146658	Olfr1131	0
NM_146351	Olfr1133	0
NM_147030	Olfr1134	0
NM_146659	Olfr1136	0
NM_146838	Olfr1130	0.00505605
NM_146642	Olfr1140	0
NM_146293	Olfr1143	0
NM_146646	Olfr152	0
NM_146320	Olfr1145	0
NM_146639	Olfr1138	0
NM_146637	Olfr1141	0
NM_001011519	Olfr1148	0
NM_146640	Olfr1153	0
NM_146638	Olfr1151	0
NM_146647	Olfr1154	0
NM_146849	Olfr1157	0
NM_001011834	Olfr1152	0
NM_146848	Olfr1161	0
NM_146649	Olfr1160	0
NM_146641	Olfr1164	0
NM_146645	Olfr1158	0
NM_054090	Olfr73	0
NM_146644	Olfr1163	0
NM_146650	Olfr1166	0
NM_146532	Olfr1170	0
NM_146531	Olfr1168	0
NM_146294	Olfr1167	0
NM_146771	Olfr1176	0
NM_146529	Olfr1183	0
NM_001011535	Olfr1182	0
NM_146823	Olfr1184	0
NM_146918	Olfr1180	0
NM_001011868	Olfr1178	0
NM_001011816	Olfr1181	0
NM_146772	Olfr1189	0
NM_207567	Olfr1198	0
NM_146464	Olfr1196	0
NM_146753	Olfr1195	0
NM_001005225	Olfr1197	0
NM_146462	Olfr1202	0
NM_146463	Olfr1204	0
NM_146895	Olfr1201	0
NM_001005227	Olfr1200	0
NM_001001810	Olfr1206	0
NM_146898	Olfr1213	0
NM_207140	Olfr1212	0
NM_146459	Olfr1215	0
NM_146901	Olfr1217	0
NM_146892	Olfr1223	0
NM_146899	Olfr1219	0
NM_146818	Olfr1218	0
NM_146900	Olfr1220	0
NM_001011860	Olfr1222	0
NM_146971	Olfr1228	0
NM_146967	Olfr1226	0
NM_146891	Olfr1225	0
NM_146790	Olfr1238	0
NM_146454	Olfr1231	0
NM_146973	Olfr1234	0
NM_146969	Olfr1243	0
NM_146968	Olfr1242	0
NM_001011796	Olfr1249	0
NM_001011529	Olfr1251	0
NM_207568	Olfr1252	0
NM_146476	Olfr1254	0
NM_146977	Olfr1255	0
NM_010990	Olfr48	0
NM_146982	Olfr1257	0
NM_146978	Olfr1258	0
NM_146341	Olfr1259	0
NM_146974	Olfr1262	0
NM_146343	Olfr1265	0
NM_021368	Olfr1264	0
NM_146981	Olfr1260	0.0326773
NM_010980	Olfr32	0
NM_146985	Olfr1270	0
NM_146342	Olfr1269	0
NM_146793	Olfr1271	0
NM_146265	Olfr1506	0
NM_146980	Olfr1272	0
NM_146984	Olfr142	0
NM_146975	Olfr1273-ps	0
NM_146263	Olfr1274-ps	0
NM_018828	Fnbp4	17.46835
NM_178755	Agbl2	0.709475
NM_025576	Ptpmt1	4.47831
NM_025991	Kbtbd4	4.44825
NM_026161	C1qtnf4	0.472708
NM_026688	Ndufs3	10.8994
NM_026721	Slc39a13	1.930975
NM_009023	Rapsn	0.0700342
NM_011355	Sfpi1	0.02287165
NM_008948	Psmc3	32.7193
NM_013839	Nr1h3	0
NR_015464	A330069E16Rik	0.5290055
NM_007387	Acp2	4.135075
NM_028119	Ddb2	5.002435
NM_145527	Madd	0.6537355
NM_030880	Pacsin3	2.88699
NM_001166024	Arfgap2	0
NM_023854	Arfgap2	3.586275
NM_028733	Pacsin3	0.255113
NM_172668	Lrp4	1.559675
NM_001145857	Lrp4	0.1221695
NM_001165989	Ckap5	20.9406
NR_028553	Snord67	0
NM_029437	Ckap5	14.86225
NM_010168	F2	0.162998
NM_001145902	Arhgap1	0
NM_146124	Arhgap1	0.81757
NR_027372	Arhgap1	2.086725
NM_145528	Atg13	8.023895
NR_027371	Arhgap1	3.44531
NR_027373	Arhgap1	6.235515
NM_178724	Harbi1	3.977435
NM_138306	Dgkz	4.42039
NM_010784	Mdk	2.215525
NM_011957	Creb3l1	2.936355
NM_007699	Chrm4	0.320134
NM_001166597	Dgkz	0.675313
NM_001012336	Mdk	27.5918
NM_001012335	Mdk	7.46705
NM_001113333	Cry2	0.250948
NR_028114	Pex16	0.832442
NM_009963	Cry2	2.353685
NM_011162	Mapk8ip1	3.945255
NM_183112	1700029I15Rik	0.3212365
NM_145122	Pex16	0.8078015
NM_001166633	Gyltl1b	1.126379
NM_172670	Gyltl1b	5.13055
NM_145832	Slc35c1	0
NM_211358	Slc35c1	2.191835
NM_023850	Chst1	2.27061
NM_030725	Syt13	3.210635
NM_001025246	Trp53i11	8.236375
NM_001136055	Cd82	0.4528805
NM_007656	Cd82	0.350075
NM_007442	Alx4	0.0797243
NM_183220	Accs	0.349212
NM_001033452	Accsl	0.1020515
NM_001145034	Gm13889	0.08795005
NR_030431	Mir670	0
NM_007466	Api5	26.6425
NR_027831	2810002D19Rik	1.69652
NM_009424	Traf6	4.647195
NM_009020	Rag2	0
NM_009019	Rag1	0
NM_029635	Commd9	3.66526
NM_010218	Fjx1	0.9059735
NM_173749	Pamr1	0.06116115
NM_011393	Slc1a2	0
NM_009851	Cd44	0.2691695
NM_001039151	Cd44	1.0498235
NM_001039150	Cd44	0.407539
NM_019735	Apip	3.745645
NM_007914	Ehf	0.02650735
NM_009804	Cat	25.68535
NM_153126	Nat10	12.5116
NM_001111291	Caprin1	22.37355
NM_001111292	Caprin1	0
NM_016739	Caprin1	13.2387
NM_001111290	Caprin1	25.47505
NM_001111289	Caprin1	12.224
NM_020593	Fbxo3	11.2642
NM_212433	Fbxo3	3.568585
NM_001142335	Lmo2	0.11864015
NM_008505	Lmo2	0
NM_001142336	Lmo2	0
NM_181858	Cd59b	1.401365
NM_026634	A930018P22Rik	0
NM_177253	Cstf3	3.93483
NM_001037326	Cstf3	3.098525
NM_001033768	Pin1l	1.786475
NM_144804	Depdc7	1.93029
NM_177190	Tcp11l1	1.107434
NM_178695	Prrg4	14.69705
NM_145380	Eif3m	45.43035
NR_015462	AI314831	0.0271294
NM_009037	Rcn1	16.1661
NM_013627	Pax6	0.06840455
NM_026992	Dnajc24	4.71486
NM_001025102	2700007P21Rik	5.780615
NM_173750	2700007P21Rik	2.05706
NM_008045	Fshb	0
NM_021275	Kcna4	0.02434325
NM_139303	Kif18a	11.08045
NM_007540	Bdnf	0.133256
NM_001048141	Bdnf	0.1324045
NM_001048142	Bdnf	0.128133
NM_001048139	Bdnf	0
NM_011699	Lin7c	30.3849
NM_026613	Ccdc34	9.364085
NM_130452	Bbox1	0
NM_026271	Fibin	0.0281024
NM_001003915	Slc5a12	0.02591775
NM_172979	Muc15	0
NM_026248	4930430A15Rik	0
NM_146393	Olfr1279	0
NM_001011795	Olfr1275	0
NM_146908	Olfr1280	0
NM_207236	Olfr1283	0
NM_146381	Olfr1284	0
NM_146400	Olfr1288	0
NM_146404	Olfr1289	0
NM_146262	Olfr1290	0.02945255
NM_001011773	Olfr1287	0
NM_146888	Olfr1297	0
NM_146884	Olfr1299	0
NM_146889	Olfr1302	0
NM_146402	Olfr1303	0
NM_146887	Olfr1301	0
NM_207150	Olfr1313	0
NM_146447	Olfr1309	0
NM_146274	Olfr1311	0
NM_146449	Olfr1310	0
NM_146450	Olfr1314	0
NM_146362	Olfr1312	0
NM_001011802	Olfr1318	0.01579205
NM_146448	Olfr1317	0.01599135
NM_146742	Olfr1316	0
NM_207206	Lpcat4	6.93113
NM_172521	Nut	0.02299645
NM_025403	Nop10	49.69515
NM_205783	Chrm5	0
NM_024254	2410042D21Rik	10.08052
NM_026519	Tmem85	12.93715
NM_133749	2900064A13Rik	8.114665
NM_029232	Tmco5b	0
NM_011824	Grem1	1.498615
NM_181416	Arhgap11a	14.14565
NM_009608	Actc1	2.38199
NM_010290	Gjd2	0
NR_028423	A530058N18Rik	0
NR_028422	LOC100303644	0
NM_009702	Aqr	25.2432
NM_175466	Zfp770	4.43134
NR_030712	3110099E03Rik	0
NM_026104	Tmco5	0
NM_033524	Spred1	12.9195
NR_030440	Mir674	0.304879
NM_011246	Rasgrp1	0.3794485
NM_026620	Fam98b	18.91345
NM_011580	Thbs1	33.45025
NM_027759	Fsip1	0.6685115
NM_201367	Gpr176	0.06060235
NM_009273	Srp14	30.89995
NM_009773	Bub1b	36.9439
NM_001145854	Pak6	0.121802
NM_001081971	Gm1337	0.01765065
NM_001033254	Pak6	0.488087
NM_177568	Plcb2	0.01185145
NM_001145644	Phgr1	0
NR_030716	5430417L22Rik	1.081425
NM_001001982	A430105I19Rik	0.11178415
NM_001045523	Bahd1	3.508525
NM_026412	D2Ertd750e	13.22155
NM_019826	Ivd	5.029395
NM_173450	Rpusd2	4.239615
NM_199310	Ccdc32	2.13517
NM_028117	Chst14	2.814885
NM_177157	Gchfr	1.0833015
NM_001033136	Fam82a2	6.285935
NM_011234	Rad51	25.41955
NM_001039223	Gm14137	0.15905
NM_028104	Ppp1r14d	0.0745445
NM_145530	Rhov	0.197505
NM_028054	Zfyve19	1.1447375
NM_172269	Vps18	3.363625
NM_016907	Spint1	13.0789
NM_001164827	Zfyve19	0
NM_019454	Dll4	0.03451745
NM_026929	Chac1	1.114965
NR_030683	Gm14207	0.02824915
NM_172857	Exd1	0.585676
NM_027175	Ndufaf1	10.16948
NR_015473	1700020I14Rik	12.74315
NR_027832	1700020I14Rik	0
NM_133851	Nusap1	30.0019
NM_001042653	Oip5	9.348445
NM_001042652	Nusap1	0
NM_019392	Tyro3	8.6847
NM_146125	Itpka	0.419636
NM_001163701	Rpap1	6.894275
NM_008523	Ltk	0.267459
NM_206941	Ltk	0
NM_177294	Rpap1	4.02329
NM_203345	Ltk	0
NM_206942	Ltk	0.0556435
NM_013720	Mga	18.69255
NM_001164274	Mga	0
NM_145378	Pla2g4b	1.189315
NM_001114637	Jmjd7	4.49438
NM_147153	Vps39	1.124715
NM_178851	Vps39	2.2612875
NR_027618	Vps39	2.592085
NM_001024137	Pla2g4d	0.0168326
NM_001024145	Pla2g4f	0.0630373
NM_172672	Ganc	0.7847035
NM_025475	Haus2	7.526425
NM_001159610	Lrrc57	0
NM_025657	Lrrc57	1.03203
NM_009222	Snap23	11.6755
NM_001159612	Lrrc57	2.172635
NM_001159609	Lrrc57	1.720495
NM_011743	Zfp106	44.1868
NM_026891	Cdan1	1.775645
NM_175285	Tmem62	0.662569
NM_010761	Ccndbp1	7.843085
NM_177846	Lcmt2	0.812713
NM_001160424	Tgm7	0
NM_028799	Tgm5	0.00545045
NM_178889	Zscan29	1.156645
NM_013735	Trp53bp1	10.08162
NM_153387	Tubgcp4	5.803885
NM_080459	Strc	0.01992375
